version,date,asset,downloads,size
00.05.00,2020-05-10T20:09:58Z,obsidian-0.5.0.asar.gz,189,3305911
00.05.01,2020-05-13T23:39:13Z,obsidian-0.5.1.asar.gz,458,3333033
00.05.02,2020-05-15T19:37:07Z,obsidian-0.5.2.asar.gz,193,4013743
00.05.03,2020-05-15T22:13:35Z,obsidian-0.5.3.asar.gz,622,4015242
00.06.00,2020-05-18T22:02:49Z,obsidian-0.6.0.asar.gz,841,4021171
00.06.01,2020-05-22T23:57:56Z,obsidian-0.6.1.asar.gz,597,4029073
00.06.02,2020-05-23T18:34:45Z,obsidian-0.6.2.asar.gz,1223,4030425
00.06.03,2020-05-25T22:13:12Z,obsidian-0.6.3.asar.gz,372,4112484
00.06.04,2020-05-26T02:15:20Z,Obsidian-0.6.4.AppImage,3174,76799131
00.06.04,2020-05-26T02:15:20Z,Obsidian-0.6.4.dmg,7940,71583869
00.06.04,2020-05-26T02:15:20Z,Obsidian.0.6.4.exe,5260,53594352
00.06.04,2020-05-26T02:15:20Z,obsidian-0.6.4.asar.gz,1773,4112670
00.06.04,2020-05-26T02:15:20Z,obsidian_0.6.4_amd64.snap,1264,64380928
00.06.05,2020-05-29T22:17:51Z,Obsidian-0.6.5.AppImage,1324,76803451
00.06.05,2020-05-29T22:17:51Z,Obsidian-0.6.5.dmg,3956,71600842
00.06.05,2020-05-29T22:17:51Z,Obsidian.0.6.5.exe,2820,53600600
00.06.05,2020-05-29T22:17:51Z,obsidian-0.6.5.asar.gz,4547,4118514
00.06.05,2020-05-29T22:17:51Z,obsidian_0.6.5_amd64.snap,423,64385024
00.06.06,2020-06-01T18:28:11Z,obsidian-0.6.6.asar.gz,142,4124111
00.06.07,2020-06-02T19:11:21Z,Obsidian-0.6.7.AppImage,2585,76811536
00.06.07,2020-06-02T19:11:21Z,Obsidian-0.6.7.dmg,7457,71590866
00.06.07,2020-06-02T19:11:21Z,Obsidian.0.6.7.exe,8887,53563350
00.06.07,2020-06-02T19:11:21Z,obsidian-0.6.7.asar.gz,7536,4124359
00.06.07,2020-06-02T19:11:21Z,obsidian_0.6.7_amd64.snap,1113,64393216
00.07.00,2020-06-09T20:45:43Z,obsidian-0.7.0.asar.gz,200,4142920
00.07.01,2020-06-11T01:17:41Z,obsidian-0.7.1.asar.gz,264,4143178
00.07.02,2020-06-14T04:06:17Z,obsidian-0.7.2.asar.gz,209,4160636
00.07.03,2020-06-14T22:50:10Z,Obsidian-0.7.3.AppImage,2944,76840432
00.07.03,2020-06-14T22:50:10Z,Obsidian-0.7.3.dmg,8633,71633596
00.07.03,2020-06-14T22:50:10Z,Obsidian.0.7.3.exe,10018,53632600
00.07.03,2020-06-14T22:50:10Z,obsidian-0.7.3.asar.gz,14538,4160655
00.07.03,2020-06-14T22:50:10Z,obsidian_0.7.3_amd64.snap,1118,64417792
00.07.04,2020-06-23T20:58:54Z,Obsidian-0.7.4.AppImage,1614,77196940
00.07.04,2020-06-23T20:58:54Z,Obsidian-0.7.4.dmg,3752,72013221
00.07.04,2020-06-23T20:58:54Z,Obsidian.0.7.4.exe,5461,53952760
00.07.04,2020-06-23T20:58:54Z,obsidian-0.7.4.asar.gz,9418,4510098
00.07.04,2020-06-23T20:58:54Z,obsidian_0.7.4_amd64.snap,553,64745472
00.07.05,2020-07-01T09:30:27Z,obsidian-0.7.5.asar.gz,285,4511872
00.07.06,2020-07-03T04:15:53Z,Obsidian-0.7.6.AppImage,2130,77414392
00.07.06,2020-07-03T04:15:53Z,Obsidian-0.7.6.dmg,5662,72196817
00.07.06,2020-07-03T04:15:53Z,Obsidian.0.7.6.exe,7643,54106872
00.07.06,2020-07-03T04:15:53Z,obsidian-0.7.6.asar.gz,13714,4721426
00.07.06,2020-07-03T04:15:53Z,obsidian_0.7.6_amd64.snap,721,64929792
00.08.00,2020-07-14T04:24:48Z,Obsidian-0.8.0.AppImage,2165,77459925
00.08.00,2020-07-14T04:24:48Z,Obsidian-0.8.0.dmg,5091,72253385
00.08.00,2020-07-14T04:24:48Z,Obsidian.0.8.0.exe,7135,54082144
00.08.00,2020-07-14T04:24:48Z,obsidian-0.8.0.asar.gz,12178,4768475
00.08.00,2020-07-14T04:24:48Z,obsidian_0.8.0_amd64.snap,691,64974848
00.08.01,2020-07-21T20:14:50Z,Obsidian-0.8.1.AppImage,1904,77471796
00.08.01,2020-07-21T20:14:50Z,Obsidian-0.8.1.dmg,5112,72256424
00.08.01,2020-07-21T20:14:50Z,Obsidian.0.8.1.exe,7508,54094552
00.08.01,2020-07-21T20:14:50Z,obsidian-0.8.1.asar.gz,11011,4777786
00.08.01,2020-07-21T20:14:50Z,obsidian_0.8.1_amd64.snap,614,64983040
00.08.02,2020-07-30T19:05:08Z,Obsidian-0.8.2.AppImage,3534,77660391
00.08.02,2020-07-30T19:05:08Z,Obsidian-0.8.2.dmg,6248,72444672
00.08.02,2020-07-30T19:05:08Z,Obsidian.0.8.2.exe,10003,54235808
00.08.02,2020-07-30T19:05:08Z,obsidian-0.8.2.asar.gz,11622,4969961
00.08.02,2020-07-30T19:05:08Z,obsidian_0.8.2_amd64.snap,994,65138688
00.08.03,2020-08-11T00:24:52Z,obsidian-0.8.3.asar.gz,544,5042211
00.08.04,2020-08-12T16:52:19Z,Obsidian-0.8.4.AppImage,3764,77733925
00.08.04,2020-08-12T16:52:19Z,Obsidian-0.8.4.dmg,8313,72521708
00.08.04,2020-08-12T16:52:19Z,Obsidian.0.8.4.exe,12728,54286400
00.08.04,2020-08-12T16:52:19Z,obsidian-0.8.4.asar.gz,13877,5037098
00.08.04,2020-08-12T16:52:19Z,obsidian_0.8.4_amd64.snap,1394,65204224
00.08.05,2020-08-22T00:30:26Z,obsidian-0.8.5.asar.gz,640,5097910
00.08.06,2020-08-24T22:15:37Z,obsidian-0.8.6.asar.gz,155,5123031
00.08.07,2020-08-24T23:03:12Z,obsidian-0.8.7.asar.gz,189,5123086
00.08.08,2020-08-25T00:48:33Z,obsidian-0.8.8.asar.gz,853,5123137
00.08.09,2020-08-31T18:37:11Z,Obsidian-0.8.9.AppImage,2080,77832597
00.08.09,2020-08-31T18:37:11Z,Obsidian-0.8.9.dmg,4931,72606782
00.08.09,2020-08-31T18:37:11Z,Obsidian.0.8.9.exe,6521,54347736
00.08.09,2020-08-31T18:37:11Z,obsidian-0.8.9.asar.gz,10659,5123157
00.08.09,2020-08-31T18:37:11Z,obsidian_0.8.9_amd64.snap,688,65290240
00.08.10,2020-08-31T18:37:30Z,obsidian-0.8.10.asar.gz,492,5121938
00.08.11,2020-09-01T20:23:59Z,obsidian-0.8.11.asar.gz,806,5125859
00.08.12,2020-09-07T19:24:14Z,Obsidian-0.8.12.AppImage,2070,81347115
00.08.12,2020-09-07T19:24:14Z,Obsidian-0.8.12.dmg,4602,82989104
00.08.12,2020-09-07T19:24:14Z,Obsidian.0.8.12.exe,5732,58845312
00.08.12,2020-09-07T19:24:14Z,obsidian-0.8.12.asar.gz,11467,5125860
00.08.12,2020-09-07T19:24:14Z,obsidian_0.8.12_amd64.snap,567,68386816
00.08.13,2020-09-07T19:24:33Z,obsidian-0.8.13.asar.gz,718,5139398
00.08.14,2020-09-10T21:39:57Z,Obsidian-0.8.14.AppImage,2166,81359524
00.08.14,2020-09-10T21:39:57Z,Obsidian-0.8.14.dmg,4627,83043984
00.08.14,2020-09-10T21:39:57Z,Obsidian.0.8.14.exe,6174,58858768
00.08.14,2020-09-10T21:39:57Z,obsidian-0.8.14.asar.gz,11828,5139953
00.08.14,2020-09-10T21:39:57Z,obsidian_0.8.14_amd64.snap,686,68399104
00.08.15,2020-09-14T21:26:48Z,Obsidian-0.8.15.AppImage,2255,81376000
00.08.15,2020-09-14T21:26:48Z,Obsidian-0.8.15.dmg,4178,83065579
00.08.15,2020-09-14T21:26:48Z,Obsidian.0.8.15.exe,5169,58872664
00.08.15,2020-09-14T21:26:48Z,obsidian-0.8.15.asar.gz,12392,5161165
00.08.15,2020-09-14T21:26:48Z,obsidian_0.8.15_amd64.snap,869,68419584
00.09.00,2020-09-21T19:52:41Z,obsidian-0.9.0.asar.gz,819,5143577
00.09.01,2020-09-24T19:11:11Z,Obsidian-0.9.1.AppImage,1980,81380156
00.09.01,2020-09-24T19:11:11Z,Obsidian-0.9.1.dmg,4093,83072203
00.09.01,2020-09-24T19:11:11Z,Obsidian.0.9.1.exe,5219,58841592
00.09.01,2020-09-24T19:11:11Z,obsidian-0.9.1.asar.gz,11705,5166490
00.09.01,2020-09-24T19:11:11Z,obsidian-0.9.1.tar.gz,41,77178761
00.09.01,2020-09-24T19:11:11Z,obsidian_0.9.1_amd64.snap,628,68386816
00.09.02,2020-09-30T19:40:54Z,Obsidian-0.9.2.AppImage,2154,81384080
00.09.02,2020-09-30T19:40:54Z,Obsidian-0.9.2.dmg,4105,83072032
00.09.02,2020-09-30T19:40:54Z,Obsidian.0.9.2.exe,5060,58848168
00.09.02,2020-09-30T19:40:54Z,obsidian-0.9.2.asar.gz,11955,5174879
00.09.02,2020-09-30T19:40:54Z,obsidian-0.9.2.tar.gz,62,77186356
00.09.02,2020-09-30T19:40:54Z,obsidian_0.9.2_amd64.snap,621,68395008
00.09.03,2020-10-05T19:57:18Z,Obsidian-0.9.3.AppImage,2019,81429208
00.09.03,2020-10-05T19:57:18Z,Obsidian-0.9.3.dmg,4173,83136253
00.09.03,2020-10-05T19:57:18Z,Obsidian.0.9.3.exe,5438,58857968
00.09.03,2020-10-05T19:57:18Z,obsidian-0.9.3.asar.gz,13616,5227190
00.09.03,2020-10-05T19:57:18Z,obsidian-0.9.3.tar.gz,60,77243167
00.09.03,2020-10-05T19:57:18Z,obsidian_0.9.3_amd64.snap,655,68407296
00.09.04,2020-10-13T14:29:14Z,Obsidian-0.9.4.AppImage,2127,81449787
00.09.04,2020-10-13T14:29:14Z,Obsidian-0.9.4.dmg,4941,83144276
00.09.04,2020-10-13T14:29:14Z,Obsidian.0.9.4.exe,6322,58866168
00.09.04,2020-10-13T14:29:14Z,obsidian-0.9.4.asar.gz,12341,5239176
00.09.04,2020-10-13T14:29:14Z,obsidian-0.9.4.tar.gz,61,77254354
00.09.04,2020-10-13T14:29:14Z,obsidian_0.9.4_amd64.snap,620,68440064
00.09.05,2020-10-19T16:53:24Z,obsidian-0.9.5.asar.gz,688,5241916
00.09.06,2020-10-20T15:23:39Z,Obsidian-0.9.6.AppImage,2645,81474176
00.09.06,2020-10-20T15:23:39Z,Obsidian-0.9.6.dmg,7051,83172748
00.09.06,2020-10-20T15:23:39Z,Obsidian.0.9.6.exe,8714,58890544
00.09.06,2020-10-20T15:23:39Z,obsidian-0.9.6.asar.gz,14068,5260536
00.09.06,2020-10-20T15:23:39Z,obsidian-0.9.6.tar.gz,40,77275023
00.09.06,2020-10-20T15:23:39Z,obsidian_0.9.6_amd64.snap,763,68472832
00.09.07,2020-10-26T18:09:09Z,obsidian-0.9.7.asar.gz,972,5307241
00.09.08,2020-10-29T23:33:18Z,obsidian-0.9.8.asar.gz,321,5310986
00.09.09,2020-10-30T02:18:42Z,obsidian-0.9.9.asar.gz,737,5310946
00.09.10,2020-10-31T01:54:41Z,Obsidian-0.9.10.AppImage,2072,81555946
00.09.10,2020-10-31T01:54:41Z,Obsidian-0.9.10.dmg,4801,83241926
00.09.10,2020-10-31T01:54:41Z,Obsidian.0.9.10.exe,7759,58924064
00.09.10,2020-10-31T01:54:41Z,obsidian-0.9.10.asar.gz,13931,5318867
00.09.10,2020-10-31T01:54:41Z,obsidian-0.9.10.tar.gz,41,77332548
00.09.10,2020-10-31T01:54:41Z,obsidian_0.9.10_amd64.snap,570,68534272
00.09.11,2020-11-03T23:29:15Z,Obsidian-0.9.11.AppImage,2257,81560463
00.09.11,2020-11-03T23:29:15Z,Obsidian-0.9.11.dmg,6106,83260699
00.09.11,2020-11-03T23:29:15Z,Obsidian.0.9.11.exe,7862,58927144
00.09.11,2020-11-03T23:29:15Z,obsidian-0.9.11.asar.gz,15345,5322855
00.09.11,2020-11-03T23:29:15Z,obsidian-0.9.11.tar.gz,56,77336069
00.09.11,2020-11-03T23:29:15Z,obsidian_0.9.11_amd64.snap,634,68538368
00.09.12,2020-11-10T21:17:33Z,obsidian-0.9.12.asar.gz,1013,5337141
00.09.13,2020-11-13T01:07:51Z,obsidian-0.9.13.asar.gz,749,5338721
00.09.14,2020-11-13T22:28Z,obsidian-0.9.14.asar.gz,1473,5344742
00.09.15,2020-11-18T01:19:23Z,Obsidian-0.9.15.AppImage,2199,81580896
00.09.15,2020-11-18T01:19:23Z,Obsidian-0.9.15.dmg,5678,83269112
00.09.15,2020-11-18T01:19:23Z,Obsidian.0.9.15.exe,6936,58948480
00.09.15,2020-11-18T01:19:23Z,obsidian-0.9.15.asar.gz,13936,5346806
00.09.15,2020-11-18T01:19:23Z,obsidian-0.9.15.tar.gz,55,77358125
00.09.15,2020-11-18T01:19:23Z,obsidian_0.9.15_amd64.snap,635,68550656
00.09.16,2020-11-20T00:23:55Z,obsidian-0.9.16.asar.gz,775,5424634
00.09.17,2020-11-21T09:02Z,Obsidian-0.9.17-arm64.AppImage,2265,88272461
00.09.17,2020-11-21T09:02Z,Obsidian-0.9.17-arm64.dmg,230,86485664
00.09.17,2020-11-21T09:02Z,Obsidian-0.9.17.AppImage,4236,83110761
00.09.17,2020-11-21T09:02Z,Obsidian-0.9.17.dmg,9144,85676632
00.09.17,2020-11-21T09:02Z,Obsidian.0.9.17-32.exe,3168,57579728
00.09.17,2020-11-21T09:02Z,Obsidian.0.9.17-arm64.exe,1948,65097664
00.09.17,2020-11-21T09:02Z,Obsidian.0.9.17.exe,13872,60546392
00.09.17,2020-11-21T09:02Z,obsidian-0.9.17-arm64.tar.gz,1755,83638038
00.09.17,2020-11-21T09:02Z,obsidian-0.9.17.asar.gz,19594,5425229
00.09.17,2020-11-21T09:02Z,obsidian-0.9.17.tar.gz,71,78885934
00.09.17,2020-11-21T09:02Z,obsidian_0.9.17_amd64.snap,1251,70406144
00.09.18,2020-11-26T00:31:05Z,obsidian-0.9.18.asar.gz,714,5497243
00.09.19,2020-11-26T23:08:31Z,obsidian-0.9.19.asar.gz,1343,5499683
00.09.20,2020-12-02T23:35:31Z,Obsidian-0.9.20-arm64.dmg,183,86570233
00.09.20,2020-12-02T23:35:31Z,Obsidian-0.9.20.AppImage,2024,83184616
00.09.20,2020-12-02T23:35:31Z,Obsidian-0.9.20.dmg,4806,85700860
00.09.20,2020-12-02T23:35:31Z,Obsidian.0.9.20.exe,6207,60603976
00.09.20,2020-12-02T23:35:31Z,obsidian-0.9.20.asar.gz,14025,5502482
00.09.20,2020-12-02T23:35:31Z,obsidian-0.9.20.tar.gz,54,78959413
00.09.20,2020-12-02T23:35:31Z,obsidian_0.9.20_amd64.deb,13015,58711954
00.09.20,2020-12-02T23:35:31Z,obsidian_0.9.20_amd64.snap,558,70467584
00.09.21,2020-12-08T03:16:27Z,obsidian-0.9.21.asar.gz,509,5521591
00.09.22,2020-12-08T12:17:28Z,Obsidian-0.9.22-arm64.dmg,168,86203452
00.09.22,2020-12-08T12:17:28Z,Obsidian-0.9.22.AppImage,2264,82825987
00.09.22,2020-12-08T12:17:28Z,Obsidian-0.9.22.dmg,5226,85263197
00.09.22,2020-12-08T12:17:28Z,Obsidian.0.9.22.exe,7397,60528784
00.09.22,2020-12-08T12:17:28Z,obsidian-0.9.22.asar.gz,15575,5521625
00.09.22,2020-12-08T12:17:28Z,obsidian-0.9.22.tar.gz,47,78631110
00.09.22,2020-12-08T12:17:28Z,obsidian_0.9.22_amd64.snap,544,70144000
00.10.00,2020-12-14T14:01:30Z,obsidian-0.10.0.asar.gz,1043,5530923
00.10.01,2020-12-16T21:24:38Z,Obsidian-0.10.1-arm64.dmg,332,86187001
00.10.01,2020-12-16T21:24:38Z,Obsidian-0.10.1.AppImage,3873,82834301
00.10.01,2020-12-16T21:24:38Z,Obsidian-0.10.1.dmg,9938,85307129
00.10.01,2020-12-16T21:24:38Z,Obsidian.0.10.1.exe,12743,60542560
00.10.01,2020-12-16T21:24:38Z,obsidian-0.10.1.asar.gz,22717,5534974
00.10.01,2020-12-16T21:24:38Z,obsidian-0.10.1.tar.gz,54,78648735
00.10.01,2020-12-16T21:24:38Z,obsidian_0.10.1_amd64.snap,1280,70148096
00.10.02,2020-12-21T17:46:43Z,obsidian-0.10.2.asar.gz,1413,5539687
00.10.03,2020-12-29T18:48:32Z,obsidian-0.10.3.asar.gz,766,5543850
00.10.04,2020-12-30T18:54:03Z,obsidian-0.10.4.asar.gz,773,5543489
00.10.05,2021-01-01T02:14:02Z,obsidian-0.10.5.asar.gz,1400,5548434
00.10.06,2021-01-04T23:46:50Z,Obsidian-0.10.6-arm64.dmg,187,86217369
00.10.06,2021-01-04T23:46:50Z,Obsidian-0.10.6.AppImage,2519,82850989
00.10.06,2021-01-04T23:46:50Z,Obsidian-0.10.6.dmg,5980,85320943
00.10.06,2021-01-04T23:46:50Z,Obsidian.0.10.6.exe,8076,60555768
00.10.06,2021-01-04T23:46:50Z,obsidian-0.10.6.asar.gz,14832,5548588
00.10.06,2021-01-04T23:46:50Z,obsidian-0.10.6.tar.gz,38,78659417
00.10.06,2021-01-04T23:46:50Z,obsidian_0.10.6_amd64.snap,687,70164480
00.10.07,2021-01-07T19:58:38Z,Obsidian-0.10.7-arm64.dmg,229,86217967
00.10.07,2021-01-07T19:58:38Z,Obsidian-0.10.7.AppImage,3281,82850705
00.10.07,2021-01-07T19:58:38Z,Obsidian-0.10.7.dmg,7694,85318989
00.10.07,2021-01-07T19:58:38Z,Obsidian.0.10.7.exe,11086,60556544
00.10.07,2021-01-07T19:58:38Z,obsidian-0.10.7.asar.gz,16888,5551429
00.10.07,2021-01-07T19:58:38Z,obsidian-0.10.7.tar.gz,51,78661109
00.10.07,2021-01-07T19:58:38Z,obsidian_0.10.7_amd64.snap,907,70164480
00.10.08,2021-01-12T00:07:48Z,Obsidian-0.10.8.AppImage,2193,82821733
00.10.08,2021-01-12T00:07:48Z,Obsidian-0.10.8.dmg,5652,154877426
00.10.08,2021-01-12T00:07:48Z,Obsidian.0.10.8.exe,6754,60518304
00.10.08,2021-01-12T00:07:48Z,obsidian-0.10.8.asar.gz,15419,5516393
00.10.08,2021-01-12T00:07:48Z,obsidian-0.10.8.tar.gz,41,78629966
00.10.08,2021-01-12T00:07:48Z,obsidian_0.10.8_amd64.snap,584,70135808
00.10.09,2021-01-19T19:31:40Z,Obsidian-0.10.9-universal.dmg,2939,157607471
00.10.09,2021-01-19T19:31:40Z,Obsidian-0.10.9.AppImage,1387,85531787
00.10.09,2021-01-19T19:31:40Z,Obsidian.0.10.9.exe,4402,62553840
00.10.09,2021-01-19T19:31:40Z,obsidian-0.10.9.asar.gz,11123,8222178
00.10.09,2021-01-19T19:31:40Z,obsidian-0.10.9.tar.gz,42,81320384
00.10.09,2021-01-19T19:31:40Z,obsidian_0.10.9_amd64.snap,352,72822784
00.10.10,2021-01-25T15:38:37Z,obsidian-0.10.10.asar.gz,1162,8308898
00.10.11,2021-01-28T16:54:58Z,Obsidian-0.10.11-universal.dmg,9583,157754496
00.10.11,2021-01-28T16:54:58Z,Obsidian-0.10.11.AppImage,4443,85774333
00.10.11,2021-01-28T16:54:58Z,Obsidian.0.10.11.exe,12459,62664056
00.10.11,2021-01-28T16:54:58Z,obsidian-0.10.11.asar.gz,20576,8308946
00.10.11,2021-01-28T16:54:58Z,obsidian-0.10.11.tar.gz,61,81516961
00.10.11,2021-01-28T16:54:58Z,obsidian_0.10.11_amd64.snap,1353,73011200
00.10.12,2021-02-01T16:21:23Z,obsidian-0.10.12.asar.gz,1369,8399994
00.10.13,2021-02-06T01:41:56Z,Obsidian-0.10.13-universal.dmg,7047,157921584
00.10.13,2021-02-06T01:41:56Z,Obsidian-0.10.13.AppImage,3428,85872572
00.10.13,2021-02-06T01:41:56Z,Obsidian.0.10.13.exe,9604,62760872
00.10.13,2021-02-06T01:41:56Z,obsidian-0.10.13.asar.gz,17221,8400883
00.10.13,2021-02-06T01:41:56Z,obsidian-0.10.13.tar.gz,55,81622364
00.10.13,2021-02-06T01:41:56Z,obsidian_0.10.13_amd64.snap,1126,73117696
00.11.00,2021-02-09T21:56:05Z,Obsidian-0.11.0-universal.dmg,13214,158057666
00.11.00,2021-02-09T21:56:05Z,Obsidian-0.11.0.AppImage,5656,85975813
00.11.00,2021-02-09T21:56:05Z,Obsidian.0.11.0.exe,21447,62827792
00.11.00,2021-02-09T21:56:05Z,obsidian-0.11.0.asar.gz,27230,8507329
00.11.00,2021-02-09T21:56:05Z,obsidian-0.11.0.tar.gz,105,81727215
00.11.00,2021-02-09T21:56:05Z,obsidian_0.11.0_amd64.snap,1916,73203712
00.11.01,2021-02-16T19:04:06Z,obsidian-0.11.1.asar.gz,1055,8526841
00.11.02,2021-02-18T18:51:45Z,obsidian-0.11.2.asar.gz,1179,8522030
00.11.03,2021-02-20T21:42:21Z,Obsidian-0.11.3-universal.dmg,8273,158031038
00.11.03,2021-02-20T21:42:21Z,Obsidian-0.11.3.AppImage,3631,86000228
00.11.03,2021-02-20T21:42:21Z,Obsidian.0.11.3.exe,12611,62826160
00.11.03,2021-02-20T21:42:21Z,obsidian-0.11.3.asar.gz,25489,8522226
00.11.03,2021-02-20T21:42:21Z,obsidian-0.11.3.tar.gz,75,81750810
00.11.03,2021-02-20T21:42:21Z,obsidian_0.11.3_amd64.snap,1084,73220096
00.11.04,2021-02-26T22:04:18Z,obsidian-0.11.4.asar.gz,1686,7747248
00.11.05,2021-03-02T23:57:45Z,Obsidian-0.11.5-universal.dmg,14363,157253035
00.11.05,2021-03-02T23:57:45Z,Obsidian-0.11.5.AppImage,6787,85229580
00.11.05,2021-03-02T23:57:45Z,Obsidian.0.11.5.exe,26482,62388952
00.11.05,2021-03-02T23:57:45Z,obsidian-0.11.5.asar.gz,35536,7755311
00.11.05,2021-03-02T23:57:45Z,obsidian-0.11.5.tar.gz,191,81069223
00.11.05,2021-03-02T23:57:45Z,obsidian_0.11.5_amd64.snap,2088,72769536
00.11.06,2021-03-10T01:13:45Z,obsidian-0.11.6.asar.gz,1923,7765671
00.11.07,2021-03-15T00:56:04Z,obsidian-0.11.7.asar.gz,2304,7824216
00.11.08,2021-03-21T07:52:08Z,obsidian-0.11.8.asar.gz,427,7839999
00.11.09,2021-03-21T10:13:15Z,Obsidian-0.11.9-universal.dmg,9916,157370610
00.11.09,2021-03-21T10:13:15Z,Obsidian-0.11.9.AppImage,5378,85319711
00.11.09,2021-03-21T10:13:15Z,Obsidian.0.11.9.exe,14439,62413656
00.11.09,2021-03-21T10:13:15Z,obsidian-0.11.9.asar.gz,26717,7840011
00.11.09,2021-03-21T10:13:15Z,obsidian-0.11.9.tar.gz,924,81149038
00.11.09,2021-03-21T10:13:15Z,obsidian_0.11.9_amd64.snap,1626,72830976
00.11.10,2021-03-26T20:51Z,obsidian-0.11.10.asar.gz,2233,7833417
00.11.11,2021-04-01T19:22:57Z,obsidian-0.11.11.asar.gz,160,9177377
00.11.12,2021-04-01T19:52:35Z,obsidian-0.11.12.asar.gz,2140,9177371
00.11.13,2021-04-04T17:02:05Z,Obsidian-0.11.13-universal.dmg,29049,158685881
00.11.13,2021-04-04T17:02:05Z,Obsidian-0.11.13.AppImage,13596,86680468
00.11.13,2021-04-04T17:02:05Z,Obsidian.0.11.13.exe,45583,64079488
00.11.13,2021-04-04T17:02:05Z,obsidian-0.11.13.asar.gz,51384,9195352
00.11.13,2021-04-04T17:02:05Z,obsidian-0.11.13.tar.gz,1533,82495769
00.11.13,2021-04-04T17:02:05Z,obsidian_0.11.13_amd64.snap,5164,74182656
00.12.00,2021-04-19T17:13:54Z,obsidian-0.12.0.asar.gz,1283,9325460
00.12.01,2021-04-21T00:18:07Z,obsidian-0.12.1.asar.gz,3231,9326309
00.12.02,2021-05-03T22:01:45Z,obsidian-0.12.2.asar.gz,2549,9362224
00.12.03,2021-05-10T20:35:19Z,Obsidian-0.12.3-universal.dmg,25925,162544615
00.12.03,2021-05-10T20:35:19Z,Obsidian-0.12.3.AppImage,12250,90137401
00.12.03,2021-05-10T20:35:19Z,Obsidian.0.12.3.exe,42086,67071800
00.12.03,2021-05-10T20:35:19Z,obsidian-0.12.3.asar.gz,52068,9362817
00.12.03,2021-05-10T20:35:19Z,obsidian-0.12.3.tar.gz,3086,85843429
00.12.03,2021-05-10T20:35:19Z,obsidian_0.12.3_amd64.snap,4043,77516800
00.12.04,2021-05-25T17:08:53Z,Obsidian-0.12.4-universal.dmg,10854,163533629
00.12.04,2021-05-25T17:08:53Z,Obsidian-0.12.4.AppImage,5893,91064160
00.12.04,2021-05-25T17:08:53Z,Obsidian.0.12.4.exe,20685,67966640
00.12.04,2021-05-25T17:08:53Z,obsidian-0.12.4.asar.gz,36897,10283316
00.12.04,2021-05-25T17:08:53Z,obsidian-0.12.4.tar.gz,1263,86757581
00.12.04,2021-05-25T17:08:53Z,obsidian_0.12.4_amd64.snap,1867,78434304
00.12.05,2021-06-07T19:39:53Z,Obsidian-0.12.5-universal.dmg,15728,163478460
00.12.05,2021-06-07T19:39:53Z,Obsidian-0.12.5.AppImage,7720,91039614
00.12.05,2021-06-07T19:39:53Z,Obsidian.0.12.5.exe,24733,67952528
00.12.05,2021-06-07T19:39:53Z,obsidian-0.12.5.asar.gz,48213,10256256
00.12.05,2021-06-07T19:39:53Z,obsidian-0.12.5.tar.gz,1324,86732673
00.12.05,2021-06-07T19:39:53Z,obsidian_0.12.5_amd64.snap,2575,78409728
00.12.06,2021-06-21T19:26:29Z,obsidian-0.12.6.asar.gz,1741,10265710
00.12.07,2021-06-23T19:11:41Z,obsidian-0.12.7.asar.gz,2403,10266861
00.12.08,2021-06-28T16:11:55Z,obsidian-0.12.8.asar.gz,1938,10270259
00.12.09,2021-07-01T01:02:20Z,obsidian-0.12.9.asar.gz,2931,11321126
00.12.10,2021-07-07T22:40:16Z,Obsidian-0.12.10-universal.dmg,29977,164534300
00.12.10,2021-07-07T22:40:16Z,Obsidian-0.12.10.AppImage,10786,92118335
00.12.10,2021-07-07T22:40:16Z,Obsidian.0.12.10.exe,44116,68811520
00.12.10,2021-07-07T22:40:16Z,obsidian-0.12.10.asar.gz,54826,11327570
00.12.10,2021-07-07T22:40:16Z,obsidian-0.12.10.tar.gz,3246,87792490
00.12.10,2021-07-07T22:40:16Z,obsidian_0.12.10_amd64.snap,4000,79441920
00.12.11,2021-07-19T21:19:26Z,obsidian-0.12.11.asar.gz,2603,11385071
00.12.12,2021-07-26T18:32:01Z,Obsidian-0.12.12-universal.dmg,42793,164601431
00.12.12,2021-07-26T18:32:01Z,Obsidian-0.12.12.AppImage,14273,92187777
00.12.12,2021-07-26T18:32:01Z,Obsidian.0.12.12.exe,70020,68862424
00.12.12,2021-07-26T18:32:01Z,obsidian-0.12.12.asar.gz,69976,11387503
00.12.12,2021-07-26T18:32:01Z,obsidian-0.12.12.tar.gz,2062,87848410
00.12.12,2021-07-26T18:32:01Z,obsidian_0.12.12_amd64.snap,5794,79499264
00.12.13,2021-08-03T19:01:15Z,obsidian-0.12.13.asar.gz,3699,11389550
00.12.14,2021-08-23T15:51:37Z,obsidian-0.12.14.asar.gz,2705,11389964
00.12.15,2021-08-29T16:43:45Z,Obsidian-0.12.15-arm64.AppImage,2431,98249164
00.12.15,2021-08-29T16:43:45Z,Obsidian-0.12.15-universal.dmg,58207,164616209
00.12.15,2021-08-29T16:43:45Z,Obsidian-0.12.15.AppImage,24221,92187857
00.12.15,2021-08-29T16:43:45Z,Obsidian.0.12.15-32.exe,4621,65829264
00.12.15,2021-08-29T16:43:45Z,Obsidian.0.12.15-arm64.exe,3705,72021584
